route_id	route_name	route_type	stop_id	stop_name	latitude	longitude	vehicle_id	trip_id	timestamp	speed_kmh	eta_next_stop	occupancy_level	status	delay_seconds
6281643	L33 Place Concorde - Anassi	bus	21045074	Usine de Thé	33.6013266	-7.5161146	veh_4021	trip_6032	7/1/2025 19:24	4.8	7/1/2025 19:39	high	delayed	575
7461109	L33 Anassi - Place Concorde	bus	21045074	Usine de Thé	33.6013266	-7.5161146	veh_1751	trip_6954	7/1/2025 19:12	35.3	7/1/2025 19:22	low	early	-263
6281643	L33 Place Concorde - Anassi	bus	21045074	Usine de Thé	33.6013266	-7.5161146	veh_8262	trip_9879	7/1/2025 18:44	33.5	7/1/2025 18:51	high	early	-81
7461109	L33 Anassi - Place Concorde	bus	21045074	Usine de Thé	33.6013266	-7.5161146	veh_7671	trip_7810	7/1/2025 18:43	22.1	7/1/2025 18:58	medium	delayed	641
7465664	L82 Place Concorde - Sakani	bus	26268470	Sakani	33.6036527	-7.4821131	veh_5563	trip_5029	7/1/2025 19:13	22.2	7/1/2025 19:16	medium	early	206
7465664	L82 Place Concorde - Sakani	bus	26268470	Sakani	33.6036527	-7.4821131	veh_1965	trip_6806	7/1/2025 18:54	27	7/1/2025 19:05	medium	delayed	-89
6292387	L107 Tacharouk - Lissasfa	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_7286	trip_5423	7/1/2025 18:48	35.1	7/1/2025 18:57	medium	early	-40
7468727	L107 Lissasfa - Tacharouk	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_6260	trip_7907	7/1/2025 18:43	51.8	7/1/2025 18:58	medium	early	504
6262402	L40 Place Oued Al Makhazine - Tacharouk	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_2156	trip_9951	7/1/2025 18:40	7.8	7/1/2025 18:55	medium	early	548
6281772	L56 Oliverie - Tacharouk	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_9995	trip_9300	7/1/2025 18:59	19.7	7/1/2025 19:11	high	delayed	830
7440789	L40 Tacharouk - Place Oued Al Makhazine	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_7817	trip_7671	7/1/2025 19:26	45.1	7/1/2025 19:37	high	delayed	144
7464856	L56 Tacharouk - Oliverie	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_1181	trip_5193	7/1/2025 19:38	20.3	7/1/2025 19:46	high	on_time	102
6262402	L40 Place Oued Al Makhazine - Tacharouk	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_6860	trip_6750	7/1/2025 18:43	57.4	7/1/2025 18:56	low	delayed	407
6281772	L56 Oliverie - Tacharouk	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_4198	trip_9171	7/1/2025 18:43	12.5	7/1/2025 18:50	high	early	818
6292387	L107 Tacharouk - Lissasfa	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_6095	trip_7701	7/1/2025 19:37	43.2	7/1/2025 19:52	medium	delayed	-262
7440789	L40 Tacharouk - Place Oued Al Makhazine	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_9691	trip_6526	7/1/2025 19:32	34.6	7/1/2025 19:43	high	early	709
7464856	L56 Tacharouk - Oliverie	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_9538	trip_7842	7/1/2025 18:54	25	7/1/2025 18:59	high	on_time	893
7468727	L107 Lissasfa - Tacharouk	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_8168	trip_5921	7/1/2025 19:26	26.7	7/1/2025 19:39	low	on_time	583
6262402	L40 Place Oued Al Makhazine - Tacharouk	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_1856	trip_6519	7/1/2025 19:35	43.1	7/1/2025 19:41	high	delayed	570
6281772	L56 Oliverie - Tacharouk	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_9583	trip_7764	7/1/2025 19:37	57.5	7/1/2025 19:48	medium	delayed	-291
6292387	L107 Tacharouk - Lissasfa	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_6802	trip_5366	7/1/2025 19:11	29.5	7/1/2025 19:24	low	on_time	505
7440789	L40 Tacharouk - Place Oued Al Makhazine	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_6600	trip_5640	7/1/2025 18:41	16.4	7/1/2025 18:53	medium	delayed	307
7464856	L56 Tacharouk - Oliverie	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_4425	trip_8009	7/1/2025 18:41	35.3	7/1/2025 18:48	high	delayed	579
7468727	L107 Lissasfa - Tacharouk	bus	279302232	Résidence El Hamd	33.5573105	-7.5424947	veh_7457	trip_6412	7/1/2025 19:21	27	7/1/2025 19:36	low	on_time	344
6296908	L84 Farah Salam - BD. Houphouët Boigny	bus	332057865	Groupe Scolaire La Fourmilière	33.5805828	-7.665272	veh_5035	trip_5958	7/1/2025 19:31	44.6	7/1/2025 19:36	high	early	739
14889095	L84 BD. Houphouët Boigny-Farah Salam	bus	332057865	Groupe Scolaire La Fourmilière	33.5805828	-7.665272	veh_3810	trip_7933	7/1/2025 19:40	13.9	7/1/2025 19:52	high	on_time	-52
6296908	L84 Farah Salam - BD. Houphouët Boigny	bus	332057865	Groupe Scolaire La Fourmilière	33.5805828	-7.665272	veh_6426	trip_8264	7/1/2025 18:48	21.1	7/1/2025 19:02	low	early	34
14889095	L84 BD. Houphouët Boigny-Farah Salam	bus	332057865	Groupe Scolaire La Fourmilière	33.5805828	-7.665272	veh_7327	trip_8231	7/1/2025 18:56	32.7	7/1/2025 19:07	medium	delayed	854
7459596	L5 Terminus Riad El Oulfa 3-Gare Casa Port	bus	332063285	Ecole De Sidi Abderrahmane	33.5715587	-7.7001061	veh_5937	trip_7973	7/1/2025 19:25	44.1	7/1/2025 19:30	high	early	869
7459596	L5 Terminus Riad El Oulfa 3-Gare Casa Port	bus	332063285	Ecole De Sidi Abderrahmane	33.5715587	-7.7001061	veh_5830	trip_9409	7/1/2025 19:37	55.5	7/1/2025 19:51	medium	on_time	37
6268217	L5 Gare Casa Port-Terminus Riad El Oulfa 3	bus	332063371	Morocco Mall	33.5799628	-7.7031792	veh_6130	trip_6850	7/1/2025 19:00	48	7/1/2025 19:13	medium	early	518
6268217	L5 Gare Casa Port-Terminus Riad El Oulfa 3	bus	332063371	Morocco Mall	33.5799628	-7.7031792	veh_5063	trip_7670	7/1/2025 18:55	45.5	7/1/2025 19:05	high	delayed	-184
6268421	L20 Gare Routiere - Riad Oulfa	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_3188	trip_5339	7/1/2025 18:51	43.8	7/1/2025 19:03	low	delayed	793
6292331	L143 Ferara - Tacharouk	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_4183	trip_6554	7/1/2025 19:18	46.7	7/1/2025 19:25	low	delayed	755
7440698	L20 Riad Oulfa - Gare Routiere	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_3561	trip_7447	7/1/2025 19:36	36	7/1/2025 19:40	high	on_time	857
14873787	L143 Tacharouk-Ferara	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_8368	trip_9414	7/1/2025 19:14	37.2	7/1/2025 19:15	medium	on_time	-72
14885633	L68 Ouled Mellouk-Hay Salam	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_2276	trip_9047	7/1/2025 18:41	15.8	7/1/2025 18:56	medium	on_time	155
14885634	L68 Hay Salam-Ouled Mellouk	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_3223	trip_7625	7/1/2025 19:28	58.7	7/1/2025 19:38	high	on_time	-157
14935993	L309 Mâarif (Bachkou) - Bouskoura (Andalous)	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_8569	trip_6978	7/1/2025 18:56	4.4	7/1/2025 19:11	low	delayed	-274
14935994	L309 Bouskoura (Andalous)-Mâarif (Bachkou)	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_4408	trip_6465	7/1/2025 18:55	54.6	7/1/2025 19:01	low	delayed	626
14940037	L109 Gare Routière Ouled Ziane-Hay Zoubir	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_2708	trip_5200	7/1/2025 18:44	51.3	7/1/2025 18:57	low	early	68
14940038	L109 Hay Zoubir-Gare Routière Ouled Ziane	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_7281	trip_6339	7/1/2025 18:44	6.4	7/1/2025 18:58	low	delayed	87
6268421	L20 Gare Routiere - Riad Oulfa	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_6576	trip_9105	7/1/2025 19:00	55	7/1/2025 19:12	medium	on_time	284
6292331	L143 Ferara - Tacharouk	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_3397	trip_5861	7/1/2025 19:19	12.1	7/1/2025 19:20	low	on_time	206
7440698	L20 Riad Oulfa - Gare Routiere	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_5832	trip_9751	7/1/2025 18:51	44.2	7/1/2025 18:52	medium	early	357
14873787	L143 Tacharouk-Ferara	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_2332	trip_5934	7/1/2025 18:44	10.3	7/1/2025 18:49	medium	on_time	250
14885633	L68 Ouled Mellouk-Hay Salam	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_5225	trip_7937	7/1/2025 19:07	25.4	7/1/2025 19:21	medium	delayed	-31
14885634	L68 Hay Salam-Ouled Mellouk	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_5095	trip_5757	7/1/2025 19:20	45.3	7/1/2025 19:26	medium	delayed	-22
14940037	L109 Gare Routière Ouled Ziane-Hay Zoubir	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_9220	trip_7957	7/1/2025 19:40	34.7	7/1/2025 19:51	medium	delayed	783
14940038	L109 Hay Zoubir-Gare Routière Ouled Ziane	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_2347	trip_5312	7/1/2025 18:57	59.5	7/1/2025 19:00	low	on_time	281
6268421	L20 Gare Routiere - Riad Oulfa	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_9526	trip_7048	7/1/2025 18:51	16.8	7/1/2025 18:59	low	on_time	126
6292331	L143 Ferara - Tacharouk	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_2265	trip_9754	7/1/2025 19:39	4.1	7/1/2025 19:51	low	delayed	294
7440698	L20 Riad Oulfa - Gare Routiere	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_9756	trip_7097	7/1/2025 19:02	46.7	7/1/2025 19:07	high	on_time	-219
14873787	L143 Tacharouk-Ferara	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_8104	trip_8355	7/1/2025 18:43	0.1	7/1/2025 18:52	medium	on_time	795
14885633	L68 Ouled Mellouk-Hay Salam	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_3531	trip_9446	7/1/2025 18:57	0.8	7/1/2025 19:09	low	on_time	-108
14885634	L68 Hay Salam-Ouled Mellouk	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_6108	trip_9463	7/1/2025 18:58	25.1	7/1/2025 19:08	medium	on_time	177
14940037	L109 Gare Routière Ouled Ziane-Hay Zoubir	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_5880	trip_5934	7/1/2025 18:55	39.5	7/1/2025 19:08	medium	on_time	33
14940038	L109 Hay Zoubir-Gare Routière Ouled Ziane	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_4328	trip_5592	7/1/2025 19:29	12.8	7/1/2025 19:35	high	on_time	510
6268421	L20 Gare Routiere - Riad Oulfa	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_8476	trip_5356	7/1/2025 19:24	41.4	7/1/2025 19:37	low	on_time	844
6292331	L143 Ferara - Tacharouk	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_1492	trip_5761	7/1/2025 18:54	31.8	7/1/2025 19:01	medium	on_time	-237
7440698	L20 Riad Oulfa - Gare Routiere	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_4449	trip_6686	7/1/2025 19:06	45	7/1/2025 19:08	medium	on_time	340
14873787	L143 Tacharouk-Ferara	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_2650	trip_9250	7/1/2025 19:08	36.6	7/1/2025 19:20	medium	early	-169
14940037	L109 Gare Routière Ouled Ziane-Hay Zoubir	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_4608	trip_8113	7/1/2025 18:42	8	7/1/2025 18:51	medium	on_time	109
14940038	L109 Hay Zoubir-Gare Routière Ouled Ziane	bus	332068934	Mâarif Extension	33.5638275	-7.6291124	veh_3790	trip_7621	7/1/2025 19:03	14.1	7/1/2025 19:16	high	early	377
7467650	L306 Lakhiaita-Mâarif	bus	332202617	École Normale Supérieure	33.5386784	-7.6613019	veh_5339	trip_9728	7/1/2025 19:31	25.2	7/1/2025 19:41	medium	on_time	499
14786085	L51 Errahma-G. R. Ouled Ziane	bus	332202617	École Normale Supérieure	33.5386784	-7.6613019	veh_1903	trip_8289	7/1/2025 19:08	31.7	7/1/2025 19:23	high	on_time	784
7467650	L306 Lakhiaita-Mâarif	bus	332202617	École Normale Supérieure	33.5386784	-7.6613019	veh_7512	trip_5385	7/1/2025 18:57	44.3	7/1/2025 19:04	high	early	538
14786085	L51 Errahma-G. R. Ouled Ziane	bus	332202617	École Normale Supérieure	33.5386784	-7.6613019	veh_9068	trip_9018	7/1/2025 19:13	22.2	7/1/2025 19:21	low	delayed	221
14786085	L51 Errahma-G. R. Ouled Ziane	bus	332202617	École Normale Supérieure	33.5386784	-7.6613019	veh_4181	trip_9499	7/1/2025 18:57	9.9	7/1/2025 18:58	high	early	718
14786085	L51 Errahma-G. R. Ouled Ziane	bus	332202617	École Normale Supérieure	33.5386784	-7.6613019	veh_9775	trip_7062	7/1/2025 19:06	46.4	7/1/2025 19:20	medium	early	8
7455587	L7 Sidi Maârouf - Place Maréchal	bus	334649216	Consulat Espagne	33.5907025	-7.6253857	veh_1342	trip_6147	7/1/2025 19:16	14.7	7/1/2025 19:22	low	on_time	219
7455587	L7 Sidi Maârouf - Place Maréchal	bus	334649216	Consulat Espagne	33.5907025	-7.6253857	veh_3675	trip_6893	7/1/2025 18:45	46.1	7/1/2025 18:58	low	early	900
6281796	L63 Salmia 2 Terminus - Sidi Al Khadir	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_4372	trip_8563	7/1/2025 19:18	49.5	7/1/2025 19:24	low	delayed	130
6287182	L97 Anassi - Mâarif	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_2704	trip_8798	7/1/2025 19:20	53.3	7/1/2025 19:26	medium	early	713
6287399	L97B Faculté Ben M'Sick - Lissasfa	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_7876	trip_7778	7/1/2025 18:40	40.3	7/1/2025 18:49	medium	early	-298
6292331	L143 Ferara - Tacharouk	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_9021	trip_6843	7/1/2025 19:26	47.9	7/1/2025 19:32	high	on_time	-38
6296033	L38 Hay El Falah - El Hank	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_4136	trip_8283	7/1/2025 19:23	11.6	7/1/2025 19:33	low	on_time	-270
7433169	L97B Lissasfa - Faculté Ben M'Sick	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_6897	trip_7580	7/1/2025 19:18	41.4	7/1/2025 19:25	medium	on_time	78
7433257	L97 Mâarif - Anassi	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_8818	trip_6190	7/1/2025 19:02	16	7/1/2025 19:16	low	early	617
7433385	L63 Sidi Al Khadir - Salmia 2 Terminus	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_2693	trip_9824	7/1/2025 19:34	25.2	7/1/2025 19:35	low	early	501
7461278	L38 El Hank - Hay El Falah	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_3194	trip_5265	7/1/2025 18:56	31.3	7/1/2025 19:00	low	on_time	693
14786084	L51 G. R. Ouled Ziane-Errahma	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_4966	trip_9419	7/1/2025 18:44	40.3	7/1/2025 18:56	high	early	-79
14786085	L51 Errahma-G. R. Ouled Ziane	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_8350	trip_6726	7/1/2025 19:36	25.3	7/1/2025 19:43	high	on_time	703
14873787	L143 Tacharouk-Ferara	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_8811	trip_5005	7/1/2025 18:53	30.9	7/1/2025 18:54	high	on_time	362
6281796	L63 Salmia 2 Terminus - Sidi Al Khadir	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_8730	trip_5474	7/1/2025 18:45	20.6	7/1/2025 18:50	medium	early	833
6287182	L97 Anassi - Mâarif	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_2001	trip_7162	7/1/2025 19:25	14	7/1/2025 19:29	medium	early	-81
6287399	L97B Faculté Ben M'Sick - Lissasfa	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_2128	trip_9576	7/1/2025 18:50	30.9	7/1/2025 19:02	medium	on_time	222
6292331	L143 Ferara - Tacharouk	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_1616	trip_9738	7/1/2025 18:57	35.3	7/1/2025 19:06	low	on_time	124
6296033	L38 Hay El Falah - El Hank	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_7727	trip_8096	7/1/2025 18:41	22.5	7/1/2025 18:45	medium	early	624
7433169	L97B Lissasfa - Faculté Ben M'Sick	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_8337	trip_5521	7/1/2025 19:14	55.2	7/1/2025 19:21	medium	delayed	620
7433257	L97 Mâarif - Anassi	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_9597	trip_9380	7/1/2025 19:09	4.1	7/1/2025 19:18	medium	on_time	-101
7433385	L63 Sidi Al Khadir - Salmia 2 Terminus	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_3586	trip_7439	7/1/2025 19:09	56.3	7/1/2025 19:14	high	early	-80
7461278	L38 El Hank - Hay El Falah	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_3152	trip_9135	7/1/2025 19:36	30.5	7/1/2025 19:46	high	delayed	-17
14786084	L51 G. R. Ouled Ziane-Errahma	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_5284	trip_7956	7/1/2025 19:01	9.8	7/1/2025 19:12	medium	on_time	471
14786085	L51 Errahma-G. R. Ouled Ziane	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_5632	trip_5700	7/1/2025 19:40	35.9	7/1/2025 19:53	high	delayed	-199
14873787	L143 Tacharouk-Ferara	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_1896	trip_6585	7/1/2025 19:35	13.8	7/1/2025 19:44	low	early	268
6281796	L63 Salmia 2 Terminus - Sidi Al Khadir	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_1726	trip_8219	7/1/2025 18:52	47.2	7/1/2025 18:57	low	delayed	75
6287182	L97 Anassi - Mâarif	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_6994	trip_8380	7/1/2025 18:49	22.8	7/1/2025 18:54	low	early	441
6287399	L97B Faculté Ben M'Sick - Lissasfa	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_9448	trip_7363	7/1/2025 19:17	28.6	7/1/2025 19:31	medium	delayed	750
6292331	L143 Ferara - Tacharouk	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_3376	trip_5369	7/1/2025 19:22	31.7	7/1/2025 19:36	low	early	163
6296033	L38 Hay El Falah - El Hank	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_8071	trip_5601	7/1/2025 19:34	49.7	7/1/2025 19:40	medium	on_time	-142
7433169	L97B Lissasfa - Faculté Ben M'Sick	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_3456	trip_8395	7/1/2025 19:37	46.8	7/1/2025 19:42	medium	on_time	806
7433257	L97 Mâarif - Anassi	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_6738	trip_8039	7/1/2025 19:38	44.5	7/1/2025 19:52	medium	delayed	516
7433385	L63 Sidi Al Khadir - Salmia 2 Terminus	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_2303	trip_7614	7/1/2025 19:31	38.5	7/1/2025 19:46	low	on_time	690
7461278	L38 El Hank - Hay El Falah	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_6921	trip_6316	7/1/2025 19:08	54.1	7/1/2025 19:11	low	early	467
14786084	L51 G. R. Ouled Ziane-Errahma	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_6533	trip_8989	7/1/2025 19:28	55.6	7/1/2025 19:30	low	early	245
14786085	L51 Errahma-G. R. Ouled Ziane	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_3218	trip_7770	7/1/2025 19:37	16.9	7/1/2025 19:51	low	early	688
14873787	L143 Tacharouk-Ferara	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_2335	trip_7202	7/1/2025 19:33	0.8	7/1/2025 19:38	high	on_time	-188
6287182	L97 Anassi - Mâarif	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_9845	trip_7244	7/1/2025 18:47	28.5	7/1/2025 18:57	high	delayed	329
6292331	L143 Ferara - Tacharouk	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_2358	trip_6627	7/1/2025 19:01	25.3	7/1/2025 19:11	high	on_time	571
6296033	L38 Hay El Falah - El Hank	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_1082	trip_7860	7/1/2025 19:13	16.1	7/1/2025 19:18	low	early	743
7433257	L97 Mâarif - Anassi	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_1311	trip_8973	7/1/2025 19:04	32.9	7/1/2025 19:19	high	early	483
7461278	L38 El Hank - Hay El Falah	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_3922	trip_5478	7/1/2025 18:55	13.2	7/1/2025 19:10	medium	on_time	581
14786084	L51 G. R. Ouled Ziane-Errahma	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_8722	trip_9217	7/1/2025 18:47	51.4	7/1/2025 18:54	low	early	157
14786085	L51 Errahma-G. R. Ouled Ziane	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_9355	trip_7216	7/1/2025 18:59	35.6	7/1/2025 19:00	medium	on_time	564
14873787	L143 Tacharouk-Ferara	bus	408425279	Lycée Lahlou	33.5720676	-7.6225633	veh_9695	trip_6358	7/1/2025 19:19	15.4	7/1/2025 19:32	high	delayed	621
6268421	L20 Gare Routiere - Riad Oulfa	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_3637	trip_6463	7/1/2025 19:20	25	7/1/2025 19:33	high	delayed	27
6270382	L72 Salmia 2 Terminus - Sidi Al Khadir	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_3216	trip_6262	7/1/2025 19:35	37.8	7/1/2025 19:43	high	early	274
14940037	L109 Gare Routière Ouled Ziane-Hay Zoubir	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_4926	trip_5613	7/1/2025 19:03	10.5	7/1/2025 19:06	low	early	325
6268421	L20 Gare Routiere - Riad Oulfa	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_9056	trip_6707	7/1/2025 18:46	49.2	7/1/2025 18:52	medium	early	372
6270382	L72 Salmia 2 Terminus - Sidi Al Khadir	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_6046	trip_6213	7/1/2025 19:25	51.3	7/1/2025 19:32	high	on_time	250
14940037	L109 Gare Routière Ouled Ziane-Hay Zoubir	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_4875	trip_7240	7/1/2025 19:01	2.8	7/1/2025 19:05	high	early	657
6268421	L20 Gare Routiere - Riad Oulfa	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_3702	trip_5176	7/1/2025 18:55	54.9	7/1/2025 18:56	low	early	669
6270382	L72 Salmia 2 Terminus - Sidi Al Khadir	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_3937	trip_7281	7/1/2025 18:59	53.4	7/1/2025 19:00	medium	delayed	822
14940037	L109 Gare Routière Ouled Ziane-Hay Zoubir	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_6227	trip_8945	7/1/2025 19:19	54.1	7/1/2025 19:22	high	early	750
6268421	L20 Gare Routiere - Riad Oulfa	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_5727	trip_8460	7/1/2025 19:24	53.1	7/1/2025 19:28	low	on_time	-202
6270382	L72 Salmia 2 Terminus - Sidi Al Khadir	bus	409089229	Cité de l'Air	33.5694128	-7.6615753	veh_8279	trip_8794	7/1/2025 19:00	38	7/1/2025 19:14	low	on_time	-173
