route_id,route_name,route_type,stop_id,stop_name,latitude,longitude,vehicle_id,trip_id,timestamp,speed_kmh,eta_next_stop,occupancy_level,status,delay_seconds
7461109,L33 Anassi - Place Concorde,bus,21045074,Usine de Thé,33.6013266,-7.5161146,veh_2007,trip_9825,6/24/2025 11:00,12,6/28/2025 10:06,high,delayed,-254
6281643,L33 Place Concorde - Anassi,bus,21045074,Usine de Thé,33.6013266,-7.5161146,veh_9433,trip_6179,6/24/2025 11:15,13.9,6/29/2025 10:06,high,on_time,-162
7461109,L33 Anassi - Place Concorde,bus,21045074,Usine de Thé,33.6013266,-7.5161146,veh_6949,trip_9871,6/24/2025 11:30,16,6/30/2025 10:06,high,early,121
7465664,L82 Place Concorde - Sakani,bus,26268470,Sakani,33.6036527,-7.4821131,veh_7073,trip_9748,6/24/2025 11:45,15.5,7/1/2025 10:06,medium,delayed,18
7465664,L82 Place Concorde - Sakani,bus,26268470,Sakani,33.6036527,-7.4821131,veh_9168,trip_6502,6/24/2025 12:00,37.6,7/2/2025 10:06,medium,delayed,463
6292387,L107 Tacharouk - Lissasfa,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_5225,trip_6116,6/24/2025 12:15,34.9,7/3/2025 10:06,medium,on_time,760
7468727,L107 Lissasfa - Tacharouk,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_1825,trip_9229,6/24/2025 12:30,37.7,7/4/2025 10:06,low,delayed,737
6262402,L40 Place Oued Al Makhazine - Tacharouk,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_8467,trip_9814,6/24/2025 12:45,26.3,7/5/2025 10:06,high,early,479
6281772,L56 Oliverie - Tacharouk,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_4936,trip_5161,6/24/2025 13:00,12.3,7/6/2025 10:06,low,on_time,-79
7440789,L40 Tacharouk - Place Oued Al Makhazine,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_5245,trip_7591,6/24/2025 13:15,11.5,7/7/2025 10:06,medium,delayed,11
7464856,L56 Tacharouk - Oliverie,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_1172,trip_8285,6/24/2025 13:30,5.7,7/8/2025 10:06,low,on_time,56
6262402,L40 Place Oued Al Makhazine - Tacharouk,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_6018,trip_5422,6/24/2025 13:45,52.9,7/9/2025 10:06,medium,on_time,542
6281772,L56 Oliverie - Tacharouk,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_6390,trip_9914,6/24/2025 14:00,22.6,7/10/2025 10:06,medium,delayed,143
6292387,L107 Tacharouk - Lissasfa,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_9906,trip_8431,6/24/2025 14:15,49.6,7/11/2025 10:06,low,on_time,-201
7440789,L40 Tacharouk - Place Oued Al Makhazine,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_4469,trip_5086,6/24/2025 14:30,46,7/12/2025 10:06,low,delayed,-117
7464856,L56 Tacharouk - Oliverie,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_6247,trip_5594,6/24/2025 14:45,44.9,7/13/2025 10:06,high,early,798
7468727,L107 Lissasfa - Tacharouk,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_7706,trip_5651,6/24/2025 15:00,30.1,7/14/2025 10:06,low,delayed,51
6262402,L40 Place Oued Al Makhazine - Tacharouk,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_8146,trip_9132,6/24/2025 15:15,32,7/15/2025 10:06,high,delayed,-140
6281772,L56 Oliverie - Tacharouk,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_9347,trip_8545,6/24/2025 15:30,25.7,7/16/2025 10:06,high,early,834
6292387,L107 Tacharouk - Lissasfa,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_6235,trip_6062,6/24/2025 15:45,16,7/17/2025 10:06,high,early,-5
7440789,L40 Tacharouk - Place Oued Al Makhazine,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_1060,trip_5310,6/24/2025 16:00,41,7/18/2025 10:06,high,delayed,-116
7464856,L56 Tacharouk - Oliverie,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_8910,trip_5668,6/24/2025 16:15,54,7/19/2025 10:06,medium,on_time,55
7468727,L107 Lissasfa - Tacharouk,bus,279302232,Résidence El Hamd,33.5573105,-7.5424947,veh_2391,trip_8229,6/24/2025 16:30,32,7/20/2025 10:06,medium,early,95
6296908,L84 Farah Salam - BD. Houphouët Boigny,bus,332057865,Groupe Scolaire La Fourmilière,33.5805828,-7.665272,veh_7104,trip_9786,6/24/2025 16:45,55.9,7/21/2025 10:06,medium,on_time,107
14889095,L84 BD. Houphouët Boigny-Farah Salam,bus,332057865,Groupe Scolaire La Fourmilière,33.5805828,-7.665272,veh_9420,trip_6257,6/24/2025 17:00,58.6,7/22/2025 10:06,medium,early,-43
6296908,L84 Farah Salam - BD. Houphouët Boigny,bus,332057865,Groupe Scolaire La Fourmilière,33.5805828,-7.665272,veh_8669,trip_5913,6/24/2025 17:15,7.9,7/23/2025 10:06,high,early,822
14889095,L84 BD. Houphouët Boigny-Farah Salam,bus,332057865,Groupe Scolaire La Fourmilière,33.5805828,-7.665272,veh_8446,trip_5385,6/24/2025 17:30,58.7,7/24/2025 10:06,high,delayed,279
7459596,L5 Terminus Riad El Oulfa 3-Gare Casa Port,bus,332063285,Ecole De Sidi Abderrahmane,33.5715587,-7.7001061,veh_1805,trip_6971,6/24/2025 17:45,52.5,7/25/2025 10:06,high,on_time,361
7459596,L5 Terminus Riad El Oulfa 3-Gare Casa Port,bus,332063285,Ecole De Sidi Abderrahmane,33.5715587,-7.7001061,veh_1997,trip_5559,6/24/2025 18:00,33.2,7/26/2025 10:06,high,delayed,253
6268217,L5 Gare Casa Port-Terminus Riad El Oulfa 3,bus,332063371,Morocco Mall,33.5799628,-7.7031792,veh_1082,trip_6734,6/24/2025 18:15,33.5,7/27/2025 10:06,low,early,707
6268217,L5 Gare Casa Port-Terminus Riad El Oulfa 3,bus,332063371,Morocco Mall,33.5799628,-7.7031792,veh_8811,trip_5582,6/24/2025 18:30,16.1,7/28/2025 10:06,low,early,134
6268421,L20 Gare Routiere - Riad Oulfa,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_9469,trip_6050,6/24/2025 18:45,39.2,7/29/2025 10:06,low,on_time,-23
6292331,L143 Ferara - Tacharouk,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_6992,trip_6556,6/24/2025 19:00,13.3,7/30/2025 10:06,low,delayed,-280
7440698,L20 Riad Oulfa - Gare Routiere,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_6514,trip_8591,6/24/2025 19:15,59,7/31/2025 10:06,high,on_time,551
14873787,L143 Tacharouk-Ferara,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_2341,trip_6421,6/24/2025 19:30,53.7,8/1/2025 10:06,low,on_time,448
14885633,L68 Ouled Mellouk-Hay Salam,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_8392,trip_5268,6/24/2025 19:45,56.5,8/2/2025 10:06,low,delayed,376
14885634,L68 Hay Salam-Ouled Mellouk,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_8615,trip_7784,6/24/2025 20:00,19,8/3/2025 10:06,high,early,518
14935993,L309 Mâarif (Bachkou) - Bouskoura (Andalous),bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_3021,trip_5840,6/24/2025 20:15,34.8,8/4/2025 10:06,low,on_time,65
14935994,L309 Bouskoura (Andalous)-Mâarif (Bachkou),bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_1225,trip_7018,6/24/2025 20:30,51.4,8/5/2025 10:06,low,on_time,-183
14940037,L109 Gare Routière Ouled Ziane-Hay Zoubir,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_6227,trip_9497,6/24/2025 20:45,22.4,8/6/2025 10:06,low,delayed,674
14940038,L109 Hay Zoubir-Gare Routière Ouled Ziane,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_1808,trip_9248,6/24/2025 21:00,49.5,8/7/2025 10:06,high,on_time,868
6268421,L20 Gare Routiere - Riad Oulfa,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_6006,trip_9102,6/24/2025 21:15,31.8,8/8/2025 10:06,low,delayed,-240
6292331,L143 Ferara - Tacharouk,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_1610,trip_6785,6/24/2025 21:30,59.8,8/9/2025 10:06,low,on_time,82
7440698,L20 Riad Oulfa - Gare Routiere,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_7298,trip_8038,6/24/2025 21:45,33.6,8/10/2025 10:06,high,on_time,-36
14873787,L143 Tacharouk-Ferara,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_2701,trip_9332,6/24/2025 22:00,41.8,8/11/2025 10:06,high,on_time,-80
14885633,L68 Ouled Mellouk-Hay Salam,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_5521,trip_8788,6/24/2025 22:15,37.9,8/12/2025 10:06,high,early,130
14885634,L68 Hay Salam-Ouled Mellouk,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_3897,trip_5948,6/24/2025 22:30,1.3,8/13/2025 10:06,medium,delayed,881
14940037,L109 Gare Routière Ouled Ziane-Hay Zoubir,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_5811,trip_6391,6/24/2025 22:45,24.5,8/14/2025 10:06,medium,on_time,253
14940038,L109 Hay Zoubir-Gare Routière Ouled Ziane,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_1291,trip_6434,6/24/2025 23:00,45.1,8/15/2025 10:06,high,delayed,565
6268421,L20 Gare Routiere - Riad Oulfa,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_3010,trip_9281,6/24/2025 23:15,35.1,8/16/2025 10:06,low,delayed,-97
6292331,L143 Ferara - Tacharouk,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_8728,trip_7575,6/24/2025 23:30,18.7,8/17/2025 10:06,high,on_time,-214
7440698,L20 Riad Oulfa - Gare Routiere,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_5161,trip_6456,6/24/2025 23:45,28.6,8/18/2025 10:06,high,on_time,152
14873787,L143 Tacharouk-Ferara,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_3763,trip_6830,6/25/2025 0:00,19.6,8/19/2025 10:06,medium,early,211
14885633,L68 Ouled Mellouk-Hay Salam,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_2186,trip_5003,6/25/2025 0:15,51.8,8/20/2025 10:06,low,on_time,-241
14885634,L68 Hay Salam-Ouled Mellouk,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_3870,trip_6886,6/25/2025 0:30,54.8,8/21/2025 10:06,medium,delayed,-20
14940037,L109 Gare Routière Ouled Ziane-Hay Zoubir,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_6271,trip_5188,6/25/2025 0:45,10.5,8/22/2025 10:06,low,early,376
14940038,L109 Hay Zoubir-Gare Routière Ouled Ziane,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_7632,trip_7795,6/25/2025 1:00,50.4,8/23/2025 10:06,low,on_time,540
6268421,L20 Gare Routiere - Riad Oulfa,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_3194,trip_8890,6/25/2025 1:15,53.2,8/24/2025 10:06,medium,on_time,234
6292331,L143 Ferara - Tacharouk,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_1064,trip_8300,6/25/2025 1:30,49.6,8/25/2025 10:06,high,delayed,-214
7440698,L20 Riad Oulfa - Gare Routiere,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_8851,trip_6637,6/25/2025 1:45,17.4,8/26/2025 10:06,medium,early,662
14873787,L143 Tacharouk-Ferara,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_6944,trip_6133,6/25/2025 2:00,16.1,8/27/2025 10:06,medium,on_time,434
14940037,L109 Gare Routière Ouled Ziane-Hay Zoubir,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_8110,trip_9954,6/25/2025 2:15,23.3,8/28/2025 10:06,low,on_time,23
14940038,L109 Hay Zoubir-Gare Routière Ouled Ziane,bus,332068934,Mâarif Extension,33.5638275,-7.6291124,veh_8032,trip_6734,6/25/2025 2:30,40,8/29/2025 10:06,high,on_time,762
7467650,L306 Lakhiaita-Mâarif,bus,332202617,École Normale Supérieure,33.5386784,-7.6613019,veh_4997,trip_5106,6/25/2025 2:45,2.3,8/30/2025 10:06,high,delayed,100
14786085,L51 Errahma-G. R. Ouled Ziane,bus,332202617,École Normale Supérieure,33.5386784,-7.6613019,veh_4346,trip_6267,6/25/2025 3:00,16.7,8/31/2025 10:06,medium,delayed,-174
7467650,L306 Lakhiaita-Mâarif,bus,332202617,École Normale Supérieure,33.5386784,-7.6613019,veh_4672,trip_9496,6/25/2025 3:15,4.1,9/1/2025 10:06,low,delayed,545
14786085,L51 Errahma-G. R. Ouled Ziane,bus,332202617,École Normale Supérieure,33.5386784,-7.6613019,veh_3880,trip_6784,6/25/2025 3:30,26.5,9/2/2025 10:06,high,early,198
14786085,L51 Errahma-G. R. Ouled Ziane,bus,332202617,École Normale Supérieure,33.5386784,-7.6613019,veh_3452,trip_6617,6/25/2025 3:45,16.1,9/3/2025 10:06,high,early,823
14786085,L51 Errahma-G. R. Ouled Ziane,bus,332202617,École Normale Supérieure,33.5386784,-7.6613019,veh_6790,trip_8549,6/25/2025 4:00,56,9/4/2025 10:06,high,early,196
7455587,L7 Sidi Maârouf - Place Maréchal,bus,334649216,Consulat Espagne,33.5907025,-7.6253857,veh_7299,trip_9949,6/25/2025 4:15,3.8,9/5/2025 10:06,high,on_time,-257
7455587,L7 Sidi Maârouf - Place Maréchal,bus,334649216,Consulat Espagne,33.5907025,-7.6253857,veh_8898,trip_8087,6/25/2025 4:30,48.3,9/6/2025 10:06,medium,early,-216
6281796,L63 Salmia 2 Terminus - Sidi Al Khadir,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_1032,trip_5418,6/25/2025 4:45,46.2,9/7/2025 10:06,low,on_time,-130
6287182,L97 Anassi - Mâarif,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_9005,trip_6094,6/25/2025 5:00,56.4,9/8/2025 10:06,low,on_time,-67
6287399,L97B Faculté Ben M'Sick - Lissasfa,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_3065,trip_8346,6/25/2025 5:15,19.3,9/9/2025 10:06,medium,delayed,404
6292331,L143 Ferara - Tacharouk,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_3506,trip_6332,6/25/2025 5:30,22.7,9/10/2025 10:06,high,early,561
6296033,L38 Hay El Falah - El Hank,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_9810,trip_8031,6/25/2025 5:45,22.6,9/11/2025 10:06,low,on_time,198
7433169,L97B Lissasfa - Faculté Ben M'Sick,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_3030,trip_8546,6/25/2025 6:00,29.1,9/12/2025 10:06,low,delayed,198
7433257,L97 Mâarif - Anassi,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_5343,trip_7088,6/25/2025 6:15,27.1,9/13/2025 10:06,medium,on_time,-128
7433385,L63 Sidi Al Khadir - Salmia 2 Terminus,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_9853,trip_7109,6/25/2025 6:30,25.3,9/14/2025 10:06,medium,early,288
7461278,L38 El Hank - Hay El Falah,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_5969,trip_5653,6/25/2025 6:45,14.9,9/15/2025 10:06,high,delayed,151
14786084,L51 G. R. Ouled Ziane-Errahma,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_2705,trip_6606,6/25/2025 7:00,42.3,9/16/2025 10:06,low,delayed,5
14786085,L51 Errahma-G. R. Ouled Ziane,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_2277,trip_8349,6/25/2025 7:15,13.8,9/17/2025 10:06,medium,on_time,-285
14873787,L143 Tacharouk-Ferara,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_3123,trip_5831,6/25/2025 7:30,54.7,9/18/2025 10:06,low,on_time,49
6281796,L63 Salmia 2 Terminus - Sidi Al Khadir,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_8288,trip_6607,6/25/2025 7:45,53.4,9/19/2025 10:06,low,delayed,-48
6287182,L97 Anassi - Mâarif,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_7384,trip_7296,6/25/2025 8:00,41.1,9/20/2025 10:06,medium,delayed,-84
6287399,L97B Faculté Ben M'Sick - Lissasfa,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_1381,trip_5525,6/25/2025 8:15,18.1,9/21/2025 10:06,medium,on_time,225
6292331,L143 Ferara - Tacharouk,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_4083,trip_7923,6/25/2025 8:30,17.3,9/22/2025 10:06,low,delayed,-221
6296033,L38 Hay El Falah - El Hank,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_3726,trip_7621,6/25/2025 8:45,17.5,9/23/2025 10:06,medium,delayed,-261
7433169,L97B Lissasfa - Faculté Ben M'Sick,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_7580,trip_5543,6/25/2025 9:00,53.1,9/24/2025 10:06,medium,delayed,727
7433257,L97 Mâarif - Anassi,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_6673,trip_5041,6/25/2025 9:15,42.7,9/25/2025 10:06,low,on_time,380
7433385,L63 Sidi Al Khadir - Salmia 2 Terminus,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_9211,trip_9808,6/25/2025 9:30,9.6,9/26/2025 10:06,medium,on_time,537
7461278,L38 El Hank - Hay El Falah,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_7456,trip_9326,6/25/2025 9:45,28.9,9/27/2025 10:06,medium,delayed,-274
14786084,L51 G. R. Ouled Ziane-Errahma,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_6944,trip_8741,6/25/2025 10:00,46.1,9/28/2025 10:06,low,early,632
14786085,L51 Errahma-G. R. Ouled Ziane,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_8725,trip_9417,6/25/2025 10:15,41.9,9/29/2025 10:06,high,early,155
14873787,L143 Tacharouk-Ferara,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_7823,trip_8796,6/25/2025 10:30,39.4,9/30/2025 10:06,low,on_time,-277
6281796,L63 Salmia 2 Terminus - Sidi Al Khadir,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_8726,trip_7412,6/25/2025 10:45,21.8,10/1/2025 10:06,medium,delayed,815
6287182,L97 Anassi - Mâarif,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_2628,trip_5691,6/25/2025 11:00,8.8,10/2/2025 10:06,low,delayed,658
6287399,L97B Faculté Ben M'Sick - Lissasfa,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_6339,trip_5132,6/25/2025 11:15,53.6,10/3/2025 10:06,low,on_time,172
6292331,L143 Ferara - Tacharouk,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_5962,trip_6731,6/25/2025 11:30,0.8,10/4/2025 10:06,medium,on_time,-225
6296033,L38 Hay El Falah - El Hank,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_6190,trip_8672,6/25/2025 11:45,30.7,10/5/2025 10:06,high,on_time,841
7433169,L97B Lissasfa - Faculté Ben M'Sick,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_4229,trip_9284,6/25/2025 12:00,13.1,10/6/2025 10:06,low,delayed,672
7433257,L97 Mâarif - Anassi,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_3378,trip_6971,6/25/2025 12:15,56.5,10/7/2025 10:06,low,on_time,-247
7433385,L63 Sidi Al Khadir - Salmia 2 Terminus,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_6139,trip_5355,6/25/2025 12:30,25.4,10/8/2025 10:06,low,early,443
7461278,L38 El Hank - Hay El Falah,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_4265,trip_6096,6/25/2025 12:45,26.1,10/9/2025 10:06,low,delayed,205
14786084,L51 G. R. Ouled Ziane-Errahma,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_1568,trip_6154,6/25/2025 13:00,54.4,10/10/2025 10:06,medium,early,235
14786085,L51 Errahma-G. R. Ouled Ziane,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_5576,trip_5009,6/25/2025 13:15,18.5,10/11/2025 10:06,low,delayed,404
14873787,L143 Tacharouk-Ferara,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_2359,trip_8591,6/25/2025 13:30,11.5,10/12/2025 10:06,low,early,341
6287182,L97 Anassi - Mâarif,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_4157,trip_5693,6/25/2025 13:45,5.1,10/13/2025 10:06,medium,delayed,382
6292331,L143 Ferara - Tacharouk,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_6791,trip_6089,6/25/2025 14:00,10.7,10/14/2025 10:06,low,on_time,-163
6296033,L38 Hay El Falah - El Hank,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_6127,trip_6727,6/25/2025 14:15,40.5,10/15/2025 10:06,medium,early,154
7433257,L97 Mâarif - Anassi,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_7148,trip_7404,6/25/2025 14:30,17.6,10/16/2025 10:06,high,on_time,289
7461278,L38 El Hank - Hay El Falah,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_5476,trip_8565,6/25/2025 14:45,0.2,10/17/2025 10:06,medium,delayed,55
14786084,L51 G. R. Ouled Ziane-Errahma,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_5928,trip_8609,6/25/2025 15:00,43.1,10/18/2025 10:06,low,early,-87
14786085,L51 Errahma-G. R. Ouled Ziane,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_1170,trip_8598,6/25/2025 15:15,13.5,10/19/2025 10:06,low,on_time,159
14873787,L143 Tacharouk-Ferara,bus,408425279,Lycée Lahlou,33.5720676,-7.6225633,veh_2851,trip_9612,6/25/2025 15:30,24.8,10/20/2025 10:06,high,delayed,632
6268421,L20 Gare Routiere - Riad Oulfa,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_7795,trip_7736,6/25/2025 15:45,55.9,10/21/2025 10:06,medium,on_time,688
6270382,L72 Salmia 2 Terminus - Sidi Al Khadir,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_7513,trip_5991,6/25/2025 16:00,5.4,10/22/2025 10:06,high,on_time,629
14940037,L109 Gare Routière Ouled Ziane-Hay Zoubir,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_7495,trip_7127,6/25/2025 16:15,3.8,10/23/2025 10:06,high,delayed,-126
6268421,L20 Gare Routiere - Riad Oulfa,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_3814,trip_7284,6/25/2025 16:30,14.6,10/24/2025 10:06,high,on_time,-296
6270382,L72 Salmia 2 Terminus - Sidi Al Khadir,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_3666,trip_7852,6/25/2025 16:45,18.3,10/25/2025 10:06,medium,delayed,73
14940037,L109 Gare Routière Ouled Ziane-Hay Zoubir,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_9746,trip_9137,6/25/2025 17:00,57.7,10/26/2025 10:06,low,delayed,806
6268421,L20 Gare Routiere - Riad Oulfa,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_4432,trip_6904,6/25/2025 17:15,31.2,10/27/2025 10:06,high,delayed,115
6270382,L72 Salmia 2 Terminus - Sidi Al Khadir,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_6347,trip_6732,6/25/2025 17:30,44.9,10/28/2025 10:06,high,early,586
14940037,L109 Gare Routière Ouled Ziane-Hay Zoubir,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_1922,trip_5855,6/25/2025 17:45,56.7,10/29/2025 10:06,low,delayed,402
6268421,L20 Gare Routiere - Riad Oulfa,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_9039,trip_5929,6/25/2025 18:00,42.9,10/30/2025 10:06,low,early,-242
6270382,L72 Salmia 2 Terminus - Sidi Al Khadir,bus,409089229,Cité de l'Air,33.5694128,-7.6615753,veh_4736,trip_8695,6/25/2025 18:15,37.1,10/31/2025 10:06,medium,early,-261
